Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689	26/96	1.1192041488009878E-20	6.430621880809897E-19	0	0	16.204612427930815	744.425051653262	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	27/106	1.1792093913465583E-20	6.430621880809897E-19	0	0	14.937363106243778	685.4286545717437	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RNPS1;RPL29;RPL28;RPS24
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	27/106	1.1792093913465583E-20	6.430621880809897E-19	0	0	14.937363106243778	685.4286545717437	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RNPS1;RPL29;RPL28;RPS24
L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	27/106	1.1792093913465583E-20	6.430621880809897E-19	0	0	14.937363106243778	685.4286545717437	RPL4;EIF4A2;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279	27/106	1.1792093913465583E-20	6.430621880809897E-19	0	0	14.937363106243778	685.4286545717437	RPL4;EIF4A2;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	29/128	1.5069866754437758E-20	7.013332682457861E-19	0	0	12.847230772738673	586.3680367646871	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;POLR2F;RPL37;RPL15;RPL18;RPL19;HSP90AA1;RPL21;RPS8;RPL13A;RPL23A;DNAJC3;RPL24;RPL27;RPL29;RPL28;RPS24
SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	27/107	1.5432761403941503E-20	7.013332682457861E-19	0	0	14.749887640449439	672.8573409082935	RPL4;RPL32;RPL34;RPLP1;SRP54;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706	27/107	1.5432761403941503E-20	7.013332682457861E-19	0	0	14.749887640449439	672.8573409082935	RPL4;EIF4A2;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
rRNA processing Homo sapiens R-HSA-72312	33/180	3.687313157100875E-20	1.5874853486886924E-18	0	0	9.910789828459858	443.4761680439424	RPL4;RPL32;RPL34;RPLP1;NOP2;RPL36A;RPL10A;WDR46;RPL6;RPS15;FBL;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;NOP56;RPL21;RPS8;RPL13A;RPL23A;UTP18;DKC1;RPL24;RPL27;RPL29;RPL28;RPS24;MPHOSPH6
Influenza Infection Homo sapiens R-HSA-168254	30/147	7.955953398035938E-20	3.2539849397966985E-18	0	0	11.260587075066713	495.2156363316261	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;POLR2F;RPL37;RPL15;RPL18;RPL19;HSP90AA1;RPL21;RPS8;RPL13A;RPL23A;DNAJC3;RPL24;RPL27;RPL29;RPL28;RPS24;HSPA1A
Cap-dependent Translation Initiation Homo sapiens R-HSA-72737	27/114	9.333052533012608E-20	3.470198623638324E-18	0	0	13.558233242929097	594.0965586570455	RPL4;EIF4A2;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
Eukaryotic Translation Initiation Homo sapiens R-HSA-72613	27/114	9.333052533012608E-20	3.470198623638324E-18	0	0	13.558233242929097	594.0965586570455	RPL4;EIF4A2;RPL32;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;RPL24;RPL27;RPL29;RPL28;RPS24
Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	31/166	2.96498284612062E-19	1.0545025948376815E-17	0	0	10.097975980515663	430.80233053492026	RPL4;RPL32;RPL34;RPLP1;RPL36A;RPL10A;WDR46;RPL6;RPS15;FBL;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;NOP56;RPL21;RPS8;RPL13A;RPL23A;UTP18;RPL24;RPL27;RPL29;RPL28;RPS24;MPHOSPH6
Translation Homo sapiens R-HSA-72766	29/151	1.9334131626456865E-18	6.589716529350715E-17	0	0	10.41287051770714	424.7122984061513	RPL4;EIF4A2;RPL32;RPL34;RPLP1;SRP54;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;RPL37;RPL15;RPL18;RPL19;RPL21;RPS8;RPL13A;RPL23A;EEF1A1;RPL24;RPL27;RPL29;RPL28;RPS24
Infectious disease Homo sapiens R-HSA-5663205	36/348	1.074238229696781E-13	3.5149074875678674E-12	0	0	5.085391672547636	151.8599377596749	RPL4;PSMD10;HSP90AB1;RPL32;RNMT;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;RPL36;RPL14;RPL35;RPL13;POLR2F;RPL37;RPL15;RPL18;RPL19;RANBP1;HSP90AA1;RPL21;RPS8;RPL13A;RPL23A;SSRP1;DNAJC3;PSMA4;RPL24;RPL27;RPL29;RPL28;RPS24;HSPA1A
Gene Expression Homo sapiens R-HSA-74160	76/1631	7.223569706273461E-9	2.2726461614352656E-7	0	0	2.218240280619702	41.582947270587006	RPL4;EIF4A2;RPL32;RPL34;RPLP1;SRP54;HNRNPU;HSPB1;RPL10A;WDR46;RPL6;RPS15;RPL7A;FBL;IPO8;NARS2;RPL36;RPL35;RPL37;HSP90AA1;G6PD;RPL21;APAF1;RPS8;SARS;RPL13A;TFB2M;UTP18;SRRM1;EEF1A1;PSMA4;DKC1;RPL24;RPL27;HIST1H2BH;SRSF5;RPL29;RPL28;HIST1H2BD;SNRPB;PSMD10;SF3B2;PRKAA2;AARS2;RNMT;NOP2;RPL36A;TARS;DDX21;RNPC3;LAGE3;RPL14;RPL13;POLR2F;RPL15;RPL18;SRSF11;RPL19;NOP56;YARS;CHTOP;SURF1;NDUFA4;H3F3A;MBD2;RPL23A;ARID3A;SSRP1;NFIC;CNOT2;RNPS1;ATM;RPS24;HSPA1A;AARS;MPHOSPH6
Activation of DNA fragmentation factor Homo sapiens R-HSA-211227	6/13	2.4953684310694144E-7	7.2900406307670755E-6	0	0	35.90619251992643	545.905516572624	H1F0;HIST1H1D;HIST1H1E;HIST1H1A;HIST1H1B;HIST1H1C
Apoptosis induced DNA fragmentation Homo sapiens R-HSA-140342	6/13	2.4953684310694144E-7	7.2900406307670755E-6	0	0	35.90619251992643	545.905516572624	H1F0;HIST1H1D;HIST1H1E;HIST1H1A;HIST1H1B;HIST1H1C
Disease Homo sapiens R-HSA-1643685	40/725	6.328958437047537E-7	1.7852027591396156E-5	0	0	2.5470397404703973	36.3537962634676	RPL4;PSMD10;HSP90AB1;RPL32;RNMT;RPL34;RPLP1;RPL36A;RPL10A;RPL6;RPS15;RPL7A;GYS1;RPL14;RPL36;RPL13;RPL35;POLR2F;RPL15;RPL37;RPL18;RPL19;RANBP1;HSP90AA1;RPL21;RPS8;RPL13A;RPL23A;IRAK4;SSRP1;NFKB2;DNAJC3;FKBP1A;PSMA4;RPL24;RPL27;RPL29;RPL28;RPS24;HSPA1A
Metabolism of proteins Homo sapiens R-HSA-392499	51/1074	1.6476364992975623E-6	4.381888029656194E-5	0	0	2.1912984724263556	29.17970017825949	RPL4;EIF4A2;RPL32;RPL34;RPLP1;MPI;SRP54;RPL10A;RPL6;RPS15;GMPPB;RPL7A;TUBB3;PPP6R1;RPL36;TIMM17A;RPL35;RPL37;LMCD1;RPL21;RPS8;RPL13A;DNAJC3;EEF1A1;RPL24;RPL27;HIST1H2BH;MVD;RPL29;RPL28;B4GALT4;HIST1H2BD;GOSR1;RPL36A;XPC;RPL14;RPL13;RPL15;CYC1;RPL18;YKT6;ARSE;RPL19;NOP56;PHC2;H3F3A;RPL23A;TBCB;GNG12;TOMM7;RPS24
Formation of Senescence-Associated Heterochromatin Foci (SAHF) Homo sapiens R-HSA-2559584	6/17	1.6606177129503914E-6	4.381888029656194E-5	0	0	22.844713226687475	304.0247746852098	H1F0;HIST1H1D;HIST1H1E;HIST1H1A;HIST1H1B;HIST1H1C
Apoptotic execution  phase Homo sapiens R-HSA-75153	9/51	2.6548227798402255E-6	6.786390730966576E-5	0	0	9.01851280468991	115.78988225101983	CASP7;H1F0;CASP8;HIST1H1D;HIST1H1E;ACIN1;HIST1H1A;HIST1H1B;HIST1H1C
HSF1 activation Homo sapiens R-HSA-3371511	7/29	3.880619839464621E-6	9.619233420248667E-5	0	0	13.347214076246335	166.2998228624124	EEF1A1;HSP90AA1;HSP90AB1;HSPH1;SERPINH1;FKBP4;HSPA1A
Fructose metabolism Homo sapiens R-HSA-5652084	4/6	4.4247853665786345E-6	1.0645513029003891E-4	0	0	83.44444444444444	1028.7272086491093	GLYCTK;ALDH1A1;SORD;AKR1B1
Metabolism of nucleotides Homo sapiens R-HSA-15869	11/87	6.270662890594758E-6	1.465543498430432E-4	0	0	6.107204018723599	73.16203522475911	DTYMK;ATIC;GDA;GMPR2;CTPS2;AMPD2;NUDT16;UPP1;UMPS;GART;DHODH
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	9/59	9.278250246692288E-6	2.108224639387303E-4	0	0	7.57244060475162	87.74821181165835	H1F0;HIST1H1D;HIST1H1E;HIST1H2BH;ATM;HIST1H1A;HIST1H1B;HIST1H2BD;HIST1H1C
Cellular responses to stress Homo sapiens R-HSA-2262752	23/367	2.3012956865348033E-5	5.08772938266343E-4	0	0	2.856684104210908	30.507824080068957	PHC2;HSP90AA1;HSP90AB1;PRKAA2;HSPA4;H3F3A;CYBA;EEF1A1;H1F0;HSPH1;DNAJC7;SERPINH1;HIST1H1D;HIST1H1E;ATM;HIST1H2BH;HIF1AN;FKBP4;HIST1H1A;HIST1H2BD;HIST1H1B;HSPA1A;HIST1H1C
Attenuation phase Homo sapiens R-HSA-3371568	6/26	2.5790488034595892E-5	5.551741897973537E-4	0	0	12.558798283261803	132.69004373047983	HSP90AA1;HSP90AB1;HSPH1;SERPINH1;FKBP4;HSPA1A
Mitochondrial translation initiation Homo sapiens R-HSA-5368286	10/84	2.8232615155489085E-5	5.632751023704896E-4	0	0	5.69030069030069	59.60608570432104	MRPL41;MRPS15;MRPS34;MRPL16;MRPL15;AURKAIP1;MRPL24;MRPL32;MRPL54;MRPL33
Mitochondrial translation termination Homo sapiens R-HSA-5419276	10/84	2.8232615155489085E-5	5.632751023704896E-4	0	0	5.69030069030069	59.60608570432104	MRPL41;MRPS15;MRPS34;MRPL16;MRPL15;AURKAIP1;MRPL24;MRPL32;MRPL54;MRPL33
Mitochondrial translation elongation Homo sapiens R-HSA-5389840	10/84	2.8232615155489085E-5	5.632751023704896E-4	0	0	5.69030069030069	59.60608570432104	MRPL41;MRPS15;MRPS34;MRPL16;MRPL15;AURKAIP1;MRPL24;MRPL32;MRPL54;MRPL33
Mitochondrial translation Homo sapiens R-HSA-5368287	10/90	5.157833083397061E-5	0.00100454939576638	0	0	5.261904761904762	51.94767550107573	MRPL41;MRPS15;MRPS34;MRPL16;MRPL15;AURKAIP1;MRPL24;MRPL32;MRPL54;MRPL33
Cellular response to heat stress Homo sapiens R-HSA-3371556	10/96	8.968752455528849E-5	0.0017061487229354877	0	0	4.893285009564079	45.60139830625569	EEF1A1;HSP90AA1;HSP90AB1;HSPH1;DNAJC7;HSPA4;SERPINH1;ATM;FKBP4;HSPA1A
HSF1-dependent transactivation Homo sapiens R-HSA-3371571	6/34	1.2839585464414048E-4	0.0023869956613387935	0	0	8.966891477621092	80.34686671337417	HSP90AA1;HSP90AB1;HSPH1;SERPINH1;FKBP4;HSPA1A
Metabolism of carbohydrates Homo sapiens R-HSA-71387	18/282	1.3965971708876132E-4	0.002538703301746817	0	0	2.893071686023228	25.67977708512653	G6PD;MDH1;GLCE;GLYCTK;SORD;AKR1B1;HMMR;GNS;HK2;GYS1;UGP2;GNPDA1;ALDH1A1;PGLS;SLC37A4;PFKM;B4GALT4;PCK2
Cholesterol biosynthesis Homo sapiens R-HSA-191273	5/23	1.6965268996306824E-4	0.00301686739977804	0	0	11.604806090887461	100.75010896069277	MVK;CYP51A1;PMVK;MVD;TM7SF2
Activation of gene expression by SREBF (SREBP) Homo sapiens R-HSA-2426168	6/42	4.270445156827119E-4	0.007277550288092882	0	0	6.971387696709585	54.08836403159063	MVK;SCD;PMVK;CYP51A1;MVD;TM7SF2
tRNA Aminoacylation Homo sapiens R-HSA-379724	6/42	4.270445156827119E-4	0.007277550288092882	0	0	6.971387696709585	54.08836403159063	YARS;AARS2;NARS2;TARS;SARS;AARS
Apoptosis Homo sapiens R-HSA-109581	12/163	5.056890128225901E-4	0.008441910458956708	0	0	3.347595738554564	25.406874711787896	PSMD10;H1F0;CASP7;CASP8;PSMA4;APAF1;HIST1H1D;HIST1H1E;ACIN1;HIST1H1A;HIST1H1B;HIST1H1C
Programmed Cell Death Homo sapiens R-HSA-5357801	12/166	5.953729481727531E-4	0.009740301432106241	0	0	3.2818746470920384	24.372259681978086	PSMD10;H1F0;CASP7;CASP8;PSMA4;APAF1;HIST1H1D;HIST1H1E;ACIN1;HIST1H1A;HIST1H1B;HIST1H1C
Purine metabolism Homo sapiens R-HSA-73847	5/34	0.00113329992632195	0.018177241955516767	0	0	7.198921952300081	48.827563625679204	ATIC;GDA;GMPR2;AMPD2;GART
Urea cycle Homo sapiens R-HSA-70635	3/10	0.001384989155268512	0.021786944788646973	0	0	17.838257691136157	117.41253538930667	ARG1;NAGS;ASS1
Cellular Senescence Homo sapiens R-HSA-2559583	11/161	0.0015711381278230316	0.024248886576589433	0	0	3.0825451916124367	19.900773042734553	PHC2;H1F0;H3F3A;HIST1H1D;HIST1H1E;HIST1H2BH;ATM;HIST1H1A;HIST1H2BD;HIST1H1B;HIST1H1C
Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829	6/55	0.0018238902091465452	0.02762855909410878	0	0	5.118419900148901	32.280766589458906	MVK;SCD;PMVK;CYP51A1;MVD;TM7SF2
Cytosolic tRNA aminoacylation Homo sapiens R-HSA-379716	4/24	0.0022369156296378158	0.03326903609170424	0	0	8.336752136752137	50.87634139433534	YARS;SARS;TARS;AARS
rRNA modification in the nucleus Homo sapiens R-HSA-6790901	6/58	0.0024000450468770625	0.03505780086331138	0	0	4.822383624958732	29.089909326372098	NOP56;FBL;DKC1;NOP2;WDR46;UTP18
Glucose metabolism Homo sapiens R-HSA-70326	7/79	0.002618233805201772	0.03757395180096578	0	0	4.067861409796894	24.18447464157878	GYS1;UGP2;GNPDA1;MDH1;PFKM;HK2;PCK2
RNA Polymerase II Transcription Homo sapiens R-HSA-73857	9/124	0.002727081471896325	0.03765169399766354	0	0	3.281378533195605	19.37497600389242	CHTOP;RNMT;POLR2F;RNPS1;SRSF5;SSRP1;SRSF11;SRRM1;SNRPB
Regulation of HSF1-mediated heat shock response Homo sapiens R-HSA-3371453	7/80	0.0028123094482256595	0.03765169399766354	0	0	4.01193106495802	23.565077145989026	HSPH1;DNAJC7;HSPA4;SERPINH1;ATM;FKBP4;HSPA1A
Cleavage of Growing Transcript in the Termination Region Homo sapiens R-HSA-109688	6/60	0.0028537958775735205	0.03765169399766354	0	0	4.6432999523128275	27.205583285831214	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1;SNRPB
RNA Polymerase II Transcription Termination Homo sapiens R-HSA-73856	6/60	0.0028537958775735205	0.03765169399766354	0	0	4.6432999523128275	27.205583285831214	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1;SNRPB
Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044	6/60	0.0028537958775735205	0.03765169399766354	0	0	4.6432999523128275	27.205583285831214	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1;SNRPB
Signaling by Rho GTPases Homo sapiens R-HSA-194315	18/367	0.0029405618905042723	0.03818062899099198	0	0	2.178799086123979	12.700556708107305	NUDC;ERCC6L;RTKN;H3F3A;GDI2;FAM13A;BUB1B;CYBA;KALRN;CENPA;CKAP5;VAV2;MYL6;RHOT2;KIF2C;HIST1H2BH;PFN1;HIST1H2BD
Metabolism of polyamines Homo sapiens R-HSA-351202	7/84	0.003700900277486644	0.04730213167162617	0	0	3.802737047898338	21.292206070201303	PSMD10;NQO1;PSMA4;ARG1;CKMT1A;NAGS;ASS1
Glutathione synthesis and recycling Homo sapiens R-HSA-174403	3/14	0.003916065051671796	0.049282172496423526	0	0	11.34929249854623	62.905359703868335	GCLC;GSS;CNDP2
Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833	27/659	0.0040943411227398665	0.05074501573335168	0	0	1.8140805006400227	9.974085747866745	GLTP;PRKAA2;MVK;AKR1D1;AKR1B1;TM7SF2;SMPD1;PMVK;HACL1;APOE;DECR2;ARSE;ACADS;SULT2A1;CBR1;EPHX2;CYP51A1;ACSL4;PTGR1;GNPAT;BDH2;SCD;FABP7;CHDH;SARDH;CHPT1;MVD
RNA Polymerase I Promoter Opening Homo sapiens R-HSA-73728	4/30	0.005161119557071446	0.06194966004903868	0	0	6.410913872452334	33.76373024923548	H3F3A;MBD2;HIST1H2BH;HIST1H2BD
Synthesis of GDP-mannose Homo sapiens R-HSA-446205	2/5	0.005301315652118225	0.06194966004903868	0	0	27.69503546099291	145.1164538148245	GMPPB;MPI
Cytochrome c-mediated apoptotic response Homo sapiens R-HSA-111461	2/5	0.005301315652118225	0.06194966004903868	0	0	27.69503546099291	145.1164538148245	CASP7;APAF1
Activation of caspases through apoptosome-mediated cleavage Homo sapiens R-HSA-111459	2/5	0.005301315652118225	0.06194966004903868	0	0	27.69503546099291	145.1164538148245	CASP7;APAF1
mRNA 3'-end processing Homo sapiens R-HSA-72187	5/51	0.006898786399679753	0.0777853527826555	0	0	4.534493994972535	22.565500204769826	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1
Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296	5/51	0.006898786399679753	0.0777853527826555	0	0	4.534493994972535	22.565500204769826	CHTOP;RNPS1;SRSF5;SRSF11;SRRM1
Metabolism of porphyrins Homo sapiens R-HSA-189445	3/17	0.006941724637082948	0.0777853527826555	0	0	8.915930551325008	44.314002860414476	FECH;HMOX1;BLVRB
mRNA Splicing Homo sapiens R-HSA-72172	9/144	0.007254649339167747	0.07906652390928426	0	0	2.792368610511159	13.75552255208781	SF3B2;HNRNPU;POLR2F;RNPS1;SRSF5;RNPC3;SRSF11;SRRM1;SNRPB
Activation of C3 and C5 Homo sapiens R-HSA-174577	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	C4A;C5
Scavenging by Class F Receptors Homo sapiens R-HSA-3000484	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	HSP90AA1;HSPH1
Choline catabolism Homo sapiens R-HSA-6798163	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	CHDH;SARDH
Uptake and function of diphtheria toxin Homo sapiens R-HSA-5336415	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	HSP90AA1;HSP90AB1
Heme degradation Homo sapiens R-HSA-189483	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	HMOX1;BLVRB
Pyrimidine biosynthesis Homo sapiens R-HSA-500753	2/6	0.007828126089712499	0.07906652390928426	0	0	20.770212765957446	100.73619909675153	UMPS;DHODH
RHO GTPase Effectors Homo sapiens R-HSA-195258	13/255	0.007829325717178514	0.07906652390928426	0	0	2.2571346261185834	10.946829570564697	NUDC;ERCC6L;RTKN;H3F3A;BUB1B;CYBA;CENPA;CKAP5;MYL6;KIF2C;HIST1H2BH;PFN1;HIST1H2BD
Apoptotic factor-mediated response Homo sapiens R-HSA-111471	2/7	0.010789024695074069	0.10762710000695841	0	0	16.61531914893617	75.25453371818327	CASP7;APAF1
