Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Central carbon metabolism in cancer	5/70	0.0247700894796165	0.21673828294664438	0	0	3.205896886839071	11.855786339677453	G6PD;MET;PFKM;HK2;PDK1
Prion disease	12/273	0.029370480946782792	0.2433384339297541	0	0	1.9257371314342828	6.793548356630303	PPP3CA;STIP1;C5;PSMA4;APAF1;TUBB3;NDUFA4;CYBA;CYC1;C8B;UQCRH;HSPA1A
Arginine and proline metabolism	4/50	0.03004923667028265	0.2433384339297541	0	0	3.61984392419175	12.687256200612309	ARG1;CKMT1A;CKMT1B;CNDP2
Citrate cycle (TCA cycle)	3/30	0.03309201740763605	0.2433384339297541	0	0	4.619995261786307	15.747083795242396	MDH1;ACO1;PCK2
beta-Alanine metabolism	3/30	0.03309201740763605	0.2433384339297541	0	0	4.619995261786307	15.747083795242396	ALDH6A1;ACADS;CNDP2
Purine metabolism	7/129	0.03346095080218456	0.2433384339297541	0	0	2.394535519125683	8.135137905491163	ATIC;GDA;GMPR2;AMPD2;ENPP3;NUDT16;GART
Pertussis	5/76	0.03376941532086383	0.2433384339297541	0	0	2.934071236842899	9.941219455508756	C4A;CASP7;C5;IRF3;IRAK4
Antigen processing and presentation	5/78	0.03716535912338646	0.2601575138637052	0	0	2.853392390953624	9.394446783909778	HSP90AA1;HSP90AB1;HSPA4;RFX5;HSPA1A
SNARE interactions in vesicular transport	3/33	0.042242260219180754	0.287482048713869	0	0	4.157356076759062	13.155263732727901	GOSR1;STX3;YKT6
Pentose and glucuronate interconversions	3/34	0.04554523973649918	0.30158334420114324	0	0	4.023041474654378	12.427372916373413	UGP2;SORD;AKR1B1
Fluid shear stress and atherosclerosis	7/139	0.046965587556945125	0.3028044460908304	0	0	2.2119908765070053	6.765020453945449	NQO1;HSP90AA1;HSP90AB1;PRKAA2;HMOX1;CYBA;ASS1
Steroid biosynthesis	2/20	0.07985905710537497	0.5016786920722274	0	0	4.612293144208038	11.657533951050336	CYP51A1;TM7SF2
mRNA surveillance pathway	5/98	0.08237612277144653	0.50455375197511	0	0	2.237457115884967	5.585721422396229	RNMT;ACIN1;RNPS1;GSPT1;SRRM1
Pantothenate and CoA biosynthesis	2/21	0.08693227516779654	0.5194733516124428	0	0	4.369316909294513	10.67260669086358	ENPP3;BCAT1
PPAR signaling pathway	4/74	0.09755286979063721	0.5690584071120504	0	0	2.375824175824176	5.5294000394952905	SCD;FABP7;ACSL4;PCK2
Valine, leucine and isoleucine degradation	3/48	0.10389071985571338	0.5868046976107449	0	0	2.7694385216773276	6.271160076717205	ALDH6A1;BCAT1;ACADS
Ether lipid metabolism	3/49	0.10883015858839812	0.5868046976107449	0	0	2.709094280152035	6.008681144527059	CHPT1;PAFAH1B3;PAFAH1B2
Glucagon signaling pathway	5/107	0.10926777746412308	0.5868046976107449	0	0	2.0390897258260905	4.514450315432041	GYS1;PPP3CA;PRKAA2;PFKM;PCK2
Measles	6/139	0.11159854697949466	0.5868046976107449	0	0	1.8776017296460035	4.117293787603212	CASP8;APAF1;IRF3;STAT2;IRAK4;HSPA1A
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.11257069709267352	0.5868046976107449	0	0	10.363057324840764	22.634718671008756	HK2
RNA degradation	4/79	0.11660079486842187	0.5951498904742366	0	0	2.216866096866097	4.764043442148937	CNOT2;NUDT16;PFKM;MPHOSPH6
Phosphonate and phosphinate metabolism	1/6	0.13351923395835436	0.6662004082376052	0	0	8.290021231422505	16.69203846878557	CHPT1
Salmonella infection	9/249	0.13641430387144926	0.6662004082376052	0	0	1.5622030237580993	3.1120000808679005	VPS18;CASP7;HSP90AA1;HSP90AB1;CASP8;TUBB3;FLNC;IRAK4;PFN1
Butanoate metabolism	2/28	0.14079689629080502	0.6662004082376052	0	0	3.1918166939443533	6.257355157466297	BDH2;ACADS
Complement and coagulation cascades	4/85	0.141397637666757	0.6662004082376052	0	0	2.0520206816503115	4.014120241901042	C4A;C5;C8B;SERPINA5
Glutathione metabolism	3/57	0.1513216294540701	0.6995056455895693	0	0	2.3067993366500827	4.356039247120024	G6PD;GCLC;GSS
AMPK signaling pathway	5/120	0.15455221876238878	0.7012091406812084	0	0	1.8073736151196351	3.374770043235828	GYS1;PRKAA2;SCD;PFKM;PCK2
Non-alcoholic fatty liver disease	6/155	0.16093176954063776	0.7168778824992045	0	0	1.6745974594579025	3.0591124315389986	CASP7;CASP8;PRKAA2;NDUFA4;CYC1;UQCRH
Alzheimer disease	12/369	0.16520440591794672	0.7227692758910169	0	0	1.4008768724881258	2.522379319092338	PPP3CA;CASP7;PSMA4;CASP8;APAF1;TUBB3;NDUFA4;APOE;IDE;CYC1;PPID;UQCRH
Glycerolipid metabolism	3/61	0.17426137859933166	0.7372733311509403	0	0	2.1472685831924125	3.751705373224382	TKFC;GLYCTK;AKR1B1
Necroptosis	6/159	0.17453817635410013	0.7372733311509403	0	0	1.6304805183876125	2.846186009087581	HSP90AA1;HSP90AB1;CASP8;SMPD1;STAT2;PPID
Propanoate metabolism	2/34	0.1911265659173523	0.793661163555107	0	0	2.592553191489362	4.290207372829229	ALDH6A1;ACADS
Nicotinate and nicotinamide metabolism	2/35	0.19974198331804024	0.8088066773104376	0	0	2.5138620245003223	4.049150034281803	CD38;ENPP3
Glycolysis / Gluconeogenesis	3/67	0.21029204666026216	0.8088066773104376	0	0	1.945362473347548	3.0333220306080033	PFKM;HK2;PCK2
Sulfur metabolism	1/10	0.21249319048182852	0.8088066773104376	0	0	4.604623732012267	7.131849991005283	SQOR
Synthesis and degradation of ketone bodies	1/10	0.21249319048182852	0.8088066773104376	0	0	4.604623732012267	7.131849991005283	BDH2
Alanine, aspartate and glutamate metabolism	2/37	0.21709976975033157	0.8088066773104376	0	0	2.369969604863222	3.619887457044268	AGXT;ASS1
Amoebiasis	4/102	0.22094631331128367	0.8088066773104376	0	0	1.6945752660038373	2.558529950241934	ARG1;HSPB1;C8B;VCL
Influenza A	6/172	0.22172190746095896	0.8088066773104376	0	0	1.50178395987383	2.262184261863287	DNAJC3;CASP8;APAF1;IRF3;STAT2;IRAK4
Adipocytokine signaling pathway	3/69	0.22264925439253544	0.8088066773104376	0	0	1.8862182593525878	2.8333970860139837	PRKAA2;ACSL4;PCK2
RIG-I-like receptor signaling pathway	3/70	0.22888133398119762	0.8088066773104376	0	0	1.8579702765490247	2.739673047675214	CASP8;TKFC;IRF3
C-type lectin receptor signaling pathway	4/104	0.2310042985833692	0.8088066773104376	0	0	1.6605128205128206	2.433180919299333	PPP3CA;CASP8;STAT2;NFKB2
Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.23108762208869646	0.8088066773104376	0	0	4.1439490445859875	6.070712647020761	NQO1
Parkinson disease	8/249	0.2363820093727624	0.8156843985398139	0	0	1.3798111317785091	1.9901100105979712	UCHL1;PSMA4;APAF1;TUBB3;NDUFA4;PARK7;CYC1;UQCRH
Apoptosis	5/142	0.24489780831771465	0.8202924005484882	0	0	1.5154191218993733	2.1320647790823375	CASP7;CASP8;APAF1;DAB2IP;ATM
Th17 cell differentiation	4/107	0.24629541051223014	0.8202924005484882	0	0	1.611899427433408	2.258631531053781	PPP3CA;HSP90AA1;HSP90AB1;IL27RA
p53 signaling pathway	3/73	0.2477617862881148	0.8202924005484882	0	0	1.7780688394760888	2.4809172855882156	CASP8;APAF1;ATM
Ribosome biogenesis in eukaryotes	4/108	0.25144171613039185	0.8213762726926134	0	0	1.5963182117028272	2.2037876271237447	NOP56;FBL;DKC1;UTP18
HIF-1 signaling pathway	4/109	0.2566105224033766	0.8272312893266747	0	0	1.5810337810337811	2.1505155412107477	HMOX1;PFKM;HK2;PDK1
Fatty acid degradation	2/43	0.26972937848243755	0.8577589733837133	0	0	2.022522055007784	2.650183711357841	ACSL4;ACADS
Leishmaniasis	3/77	0.2732766725125312	0.8577589733837133	0	0	1.6816112487754278	2.1815047404481014	EEF1A1;CYBA;IRAK4
RNA transport	6/186	0.2765835057033198	0.8577589733837133	0	0	1.3839771101573677	1.7787461924741874	EIF4A2;EEF1A1;ACIN1;RNPS1;EIF4G2;SRRM1
Carbohydrate digestion and absorption	2/47	0.30483854965998364	0.9220425267493333	0	0	1.8423640661938534	2.1886787445242954	SLC37A4;HK2
Nucleotide excision repair	2/47	0.30483854965998364	0.9220425267493333	0	0	1.8423640661938534	2.1886787445242954	RFC1;XPC
Cholesterol metabolism	2/50	0.3309725251127399	0.9267346199584208	0	0	1.7269503546099292	1.9095233954262056	STARD3;APOE
Nitrogen metabolism	1/17	0.3338055215106561	0.9267346199584208	0	0	2.589171974522293	2.8408310148358438	CA4
Phenylalanine metabolism	1/17	0.3338055215106561	0.9267346199584208	0	0	2.589171974522293	2.8408310148358438	DDC
Primary bile acid biosynthesis	1/17	0.3338055215106561	0.9267346199584208	0	0	2.589171974522293	2.8408310148358438	AKR1D1
Selenocompound metabolism	1/17	0.3338055215106561	0.9267346199584208	0	0	2.589171974522293	2.8408310148358438	CTH
Hepatitis B	5/162	0.33608234023563005	0.9267346199584208	0	0	1.3210081970566974	1.4404261343893483	CASP8;APAF1;IRF3;STAT2;IRAK4
Epstein-Barr virus infection	6/202	0.34253638171684103	0.9267346199584208	0	0	1.26994832267671	1.3605939358052535	CASP8;APAF1;IRF3;STAT2;IRAK4;NFKB2
Diabetic cardiomyopathy	6/203	0.34672550666400365	0.9267346199584208	0	0	1.2634365264373326	1.3382595864584435	GYS1;G6PD;NDUFA4;CYBA;CYC1;UQCRH
Fatty acid biosynthesis	1/18	0.34954106070906754	0.9267346199584208	0	0	2.4367428500062447	2.561343843869965	ACSL4
Osteoclast differentiation	4/127	0.35210175311514647	0.9267346199584208	0	0	1.3484122020707388	1.4075199504711258	PPP3CA;STAT2;CYBA;NFKB2
Glycosaminoglycan biosynthesis	2/53	0.35682374520102517	0.9267346199584208	0	0	1.6251147267417605	1.6747023887506596	GLCE;B4GALT4
Lysosome	4/128	0.3574696645995917	0.9267346199584208	0	0	1.337468982630273	1.3758607284653475	CD63;SMPD1;GNS;IGF2R
Shigellosis	7/246	0.36190113392924517	0.9267346199584208	0	0	1.214945786655869	1.2348517198207245	IRF3;UBE2V2;ATM;PFN1;PPID;VCL;HK2
Glycosaminoglycan degradation	1/19	0.364905694052189	0.9267346199584208	0	0	2.301250294880868	2.3199280045479003	GNS
IL-17 signaling pathway	3/94	0.38302962415839586	0.9267346199584208	0	0	1.3662691253309591	1.3111305272599698	HSP90AA1;HSP90AB1;CASP8
Human immunodeficiency virus 1 infection	6/212	0.3845770522572498	0.9267346199584208	0	0	1.2076753198049919	1.1540679578605806	PPP3CA;CASP8;IRF3;ATM;IRAK4;GNG12
MAPK signaling pathway	8/294	0.3918915641553177	0.9267346199584208	0	0	1.1599951772365567	1.0866487976126016	PPP3CA;HSPB1;FLNC;IRAK4;GNG12;MET;HSPA1A;NFKB2
Systemic lupus erythematosus	4/135	0.39497251545026213	0.9267346199584208	0	0	1.2655444640177465	1.1756137324285398	C4A;C5;C8B;SNRPB
Estrogen signaling pathway	4/137	0.40563578803610484	0.9267346199584208	0	0	1.2463851937536148	1.1246128565282671	HSP90AA1;HSP90AB1;FKBP4;HSPA1A
Insulin signaling pathway	4/137	0.40563578803610484	0.9267346199584208	0	0	1.2463851937536148	1.1246128565282671	GYS1;PRKAA2;HK2;PCK2
VEGF signaling pathway	2/59	0.4073480562974163	0.9267346199584208	0	0	1.4536020903322135	1.3054615530550937	PPP3CA;HSPB1
Glycerophospholipid metabolism	3/98	0.4085253516867081	0.9267346199584208	0	0	1.3084726742228705	1.171346447058832	GNPAT;LYPLA2;CHPT1
Histidine metabolism	1/22	0.4088603852671497	0.9267346199584208	0	0	1.9721969467192397	1.763896537518137	CNDP2
Mineral absorption	2/60	0.4155864050593354	0.9267346199584208	0	0	1.4284666177549523	1.2542861577348028	HMOX1;SLC30A1
Viral myocarditis	2/60	0.4155864050593354	0.9267346199584208	0	0	1.4284666177549523	1.2542861577348028	CASP8;EIF4G2
Tuberculosis	5/180	0.420260006658536	0.9267346199584208	0	0	1.1840318140104007	1.0264155067782372	PPP3CA;CASP8;APAF1;RFX5;IRAK4
Mannose type O-glycan biosynthesis	1/23	0.42282661666428634	0.9267346199584208	0	0	1.882455124493341	1.6204043326135416	FKRP
Mismatch repair	1/23	0.42282661666428634	0.9267346199584208	0	0	1.882455124493341	1.6204043326135416	RFC1
Protein export	1/23	0.42282661666428634	0.9267346199584208	0	0	1.882455124493341	1.6204043326135416	SRP54
Renin-angiotensin system	1/23	0.42282661666428634	0.9267346199584208	0	0	1.882455124493341	1.6204043326135416	PREP
Arachidonic acid metabolism	2/61	0.42376691181615905	0.9267346199584208	0	0	1.4041831950955643	1.2055919686419543	CBR1;EPHX2
Huntington disease	8/306	0.434881714780037	0.9267346199584208	0	0	1.1125896783152047	0.9264325139169477	PSMA4;CASP8;APAF1;TUBB3;NDUFA4;POLR2F;CYC1;UQCRH
Vitamin digestion and absorption	1/24	0.4364635645062548	0.9267346199584208	0	0	1.800516938982738	1.4927192508539766	BTD
Cytosolic DNA-sensing pathway	2/63	0.43994707839137603	0.9267346199584208	0	0	1.3580048831531217	1.1150589444238523	IRF3;POLR2F
NF-kappa B signaling pathway	3/104	0.4461322259244213	0.9267346199584208	0	0	1.2303616289134245	0.9930739623935605	ATM;IRAK4;NFKB2
Toll-like receptor signaling pathway	3/104	0.4461322259244213	0.9267346199584208	0	0	1.2303616289134245	0.9930739623935605	CASP8;IRF3;IRAK4
Pathways of neurodegeneration	12/475	0.4463456536942598	0.9267346199584208	0	0	1.0741853695182646	0.8665041091128787	PPP3CA;UCHL1;CASP7;PSMA4;CASP8;APAF1;TUBB3;NDUFA4;PARK7;CYC1;UQCRH;PPID
Maturity onset diabetes of the young	1/26	0.46278041720271645	0.9385208799344869	0	0	1.6563057324840764	1.2761878704489478	BHLHA15
Aminoacyl-tRNA biosynthesis	2/66	0.4637408011303994	0.9385208799344869	0	0	1.2941489361702128	0.994462221363434	AARS2;NARS2
Insulin resistance	3/108	0.470669794467639	0.9385208799344869	0	0	1.1832470301553457	0.8916931919645871	GYS1;PRKAA2;PCK2
Biosynthesis of unsaturated fatty acids	1/27	0.4754752755856267	0.9385208799344869	0	0	1.5925200065327454	1.1839437027242654	SCD
Mitophagy	2/68	0.47926913393714987	0.9385208799344869	0	0	1.2548033526756932	0.9228990485176379	RHOT2;TOMM7
Kaposi sarcoma-associated herpesvirus infection	5/193	0.4800039335806494	0.9385208799344869	0	0	1.1014169210442388	0.8083970429279324	PPP3CA;CASP8;IRF3;STAT2;GNG12
Amphetamine addiction	2/69	0.4869294253705039	0.9385208799344869	0	0	1.2360114322006985	0.889478426235987	PPP3CA;DDC
Oxytocin signaling pathway	4/154	0.49417518419658185	0.9385208799344869	0	0	1.1041595441595442	0.7782836387857135	PPP3CA;MYL6;PRKAA2;CD38
TNF signaling pathway	3/112	0.49470587126146676	0.9385208799344869	0	0	1.1395903835996948	0.802034472738972	CASP7;CASP8;DAB2IP
Toxoplasmosis	3/112	0.49470587126146676	0.9385208799344869	0	0	1.1395903835996948	0.802034472738972	CASP8;IRAK4;HSPA1A
Adherens junction	2/71	0.502037135493616	0.9385208799344869	0	0	1.2000616712920136	0.8269399208545553	MET;VCL
Glutamatergic synapse	3/114	0.5065187615477236	0.9385208799344869	0	0	1.1189419696882383	0.7610975183757577	PPP3CA;SLC38A3;GNG12
Leukocyte transendothelial migration	3/114	0.5065187615477236	0.9385208799344869	0	0	1.1189419696882383	0.7610975183757577	CYBA;VCL;VAV2
Hepatitis C	4/157	0.5092538273282753	0.9385208799344869	0	0	1.0823417686162784	0.7303736508037617	CASP8;APAF1;IRF3;STAT2
Non-small cell lung cancer	2/72	0.5094827633930071	0.9385208799344869	0	0	1.1828571428571428	0.7976706643814667	EML4;MET
Circadian rhythm	1/31	0.523330653111339	0.9497482223131708	0	0	1.3799009200283086	0.8935435128324484	PRKAA2
RNA polymerase	1/31	0.523330653111339	0.9497482223131708	0	0	1.3799009200283086	0.8935435128324484	POLR2F
Thyroid hormone synthesis	2/75	0.5313776729924217	0.9572612491407596	0	0	1.1340716992130575	0.7170534192308058	ASGR1;PDIA4
Metabolism of xenobiotics by cytochrome P450	2/76	0.5385265693510576	0.9630584634380226	0	0	1.1186889016676251	0.6923771943922908	CBR1;SULT2A1
Bacterial invasion of epithelial cells	2/77	0.5455998958269787	0.9686374962145635	0	0	1.1037163120567375	0.6687078993444047	MET;VCL
B cell receptor signaling pathway	2/81	0.5731299876093252	0.9913244460388744	0	0	1.0476164826286023	0.5831481025798398	PPP3CA;VAV2
DNA replication	1/36	0.5770690450893908	0.9913244460388744	0	0	1.1824689111313316	0.6501135527110423	RFC1
Tyrosine metabolism	1/36	0.5770690450893908	0.9913244460388744	0	0	1.1824689111313316	0.6501135527110423	DDC
Aldosterone-regulated sodium reabsorption	1/37	0.5870681847436584	0.9913244460388744	0	0	1.1495635763151686	0.6122740085905751	SLC9A3R2
Human T-cell leukemia virus 1 infection	5/219	0.5919852220838031	0.9913244460388744	0	0	0.9662991054453761	0.506605117555132	PPP3CA;RANBP1;BUB1B;ATM;NFKB2
Primary immunodeficiency	1/38	0.5968314079344048	0.9913244460388744	0	0	1.1184369082458254	0.5772483328897381	RFX5
FoxO signaling pathway	3/131	0.6006172017394976	0.9913244460388744	0	0	0.9694829424307037	0.49423996378325075	PRKAA2;ATM;PCK2
Pathways in cancer	12/531	0.601877383836261	0.9913244460388744	0	0	0.9554661975370696	0.48509165585088293	EML4;NQO1;HSP90AA1;CASP7;HSP90AB1;CASP8;APAF1;STAT2;HMOX1;GNG12;MET;NFKB2
Dopaminergic synapse	3/132	0.6057728278223699	0.9913244460388744	0	0	0.9619179848266971	0.48216161572866356	PPP3CA;DDC;GNG12
Oxidative phosphorylation	3/133	0.6108841962050015	0.9913244460388744	0	0	0.9544694111858291	0.4704082156658318	NDUFA4;CYC1;UQCRH
Cardiac muscle contraction	2/87	0.6121126879249859	0.9913244460388744	0	0	0.9733667083854819	0.477766227721407	CYC1;UQCRH
GABAergic synapse	2/89	0.624488788596902	0.9913244460388744	0	0	0.9508926387869895	0.4477010809671164	SLC38A3;GNG12
PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	0.624488788596902	0.9913244460388744	0	0	0.9508926387869895	0.4477010809671164	EML4;PPP3CA
Homologous recombination	1/41	0.6247604753958065	0.9913244460388744	0	0	1.0343949044585987	0.4865658559984004	ATM
Amyotrophic lateral sclerosis	8/364	0.6302828094579789	0.9913244460388744	0	0	0.9285160790391321	0.4285906323579408	PPP3CA;PSMA4;APAF1;TUBB3;NDUFA4;CYC1;PFN1;UQCRH
Yersinia infection	3/137	0.6308831556198459	0.9913244460388744	0	0	0.925786844031442	0.42644945900302456	IRF3;IRAK4;VAV2
Tryptophan metabolism	1/42	0.6336342888965183	0.9913244460388744	0	0	1.0091139764900834	0.4604418778425427	DDC
Thermogenesis	5/232	0.6427125001702539	0.9913244460388744	0	0	0.9103472346687546	0.40242607515657997	PRKAA2;NDUFA4;ACSL4;CYC1;UQCRH
Glycosphingolipid biosynthesis	1/45	0.6590188311761883	0.9913244460388744	0	0	0.9401659911214051	0.3920521981600643	B4GALT4
Spinocerebellar ataxia	3/143	0.659526922862869	0.9913244460388744	0	0	0.8858361254949741	0.36871377138784167	NOP56;PSMA4;OPA1
Staphylococcus aureus infection	2/95	0.6597783905922626	0.9913244460388744	0	0	0.8892701898878975	0.36980413977267834	C4A;C5
Proteasome	1/46	0.6670841020480534	0.9913244460388744	0	0	0.9192262326020287	0.37213876757261904	PSMA4
Type II diabetes mellitus	1/46	0.6670841020480534	0.9913244460388744	0	0	0.9192262326020287	0.37213876757261904	HK2
Chemical carcinogenesis	5/239	0.668341234074861	0.9913244460388744	0	0	0.8827943410384523	0.35572763527369866	CBR1;HSP90AA1;HSP90AB1;EPHX2;SULT2A1
Prostate cancer	2/97	0.6709360510194391	0.9913244460388744	0	0	0.8704591265397537	0.347384090861398	HSP90AA1;HSP90AB1
Other types of O-glycan biosynthesis	1/47	0.6749589976228998	0.9913244460388744	0	0	0.8991968983661036	0.35347729886528706	COLGALT2
Pathogenic Escherichia coli infection	4/197	0.6867048766226644	0.9913244460388744	0	0	0.8562508303440945	0.3218224412925477	CASP7;CASP8;TUBB3;IRAK4
Progesterone-mediated oocyte maturation	2/100	0.6871149197868589	0.9913244460388744	0	0	0.8436821537125488	0.316594869242208	HSP90AA1;HSP90AB1
Cocaine addiction	1/49	0.6901554950624764	0.9913244460388744	0	0	0.8616418966737438	0.3195298606461913	DDC
Sphingolipid metabolism	1/49	0.6901554950624764	0.9913244460388744	0	0	0.8616418966737438	0.3195298606461913	SMPD1
Malaria	1/50	0.6974857518346175	0.9913244460388744	0	0	0.8440140387365137	0.30407563264922843	MET
Vibrio cholerae infection	1/50	0.6974857518346175	0.9913244460388744	0	0	0.8440140387365137	0.30407563264922843	PDIA4
Chagas disease	2/102	0.6975342479195613	0.9913244460388744	0	0	0.8267234042553191	0.29778880059392926	CASP8;IRAK4
Longevity regulating pathway	2/102	0.6975342479195613	0.9913244460388744	0	0	0.8267234042553191	0.29778880059392926	PRKAA2;HSPA1A
Focal adhesion	4/201	0.7017048806664944	0.9913244460388744	0	0	0.8386914833615341	0.29710005143403667	FLNC;MET;VCL;VAV2
T cell receptor signaling pathway	2/104	0.7076648519956436	0.9913244460388744	0	0	0.8104297037964122	0.2802341678898648	PPP3CA;VAV2
Viral carcinogenesis	4/203	0.7090085025110925	0.9913244460388744	0	0	0.8301765236438603	0.2854875453393715	RANBP1;CASP8;IRF3;NFKB2
Cellular senescence	3/156	0.7159792602644103	0.9913244460388744	0	0	0.8100255027384088	0.27063282419617934	PPP3CA;ATM;PPID
Proteoglycans in cancer	4/205	0.7161813344852276	0.9913244460388744	0	0	0.8218310158608666	0.27434517774210304	CD63;FLNC;MET;VAV2
Drug metabolism	2/108	0.7270769330490032	0.9939498256095769	0	0	0.7796868727418708	0.24850412699461197	UPP1;UMPS
PI3K-Akt signaling pathway	7/354	0.7334257114298213	0.9939498256095769	0	0	0.8321217191906045	0.2579818362748738	GYS1;HSP90AA1;HSP90AB1;PRKAA2;GNG12;MET;PCK2
