Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Huntington disease	94/306	6.966172472558052E-7	1.805399699137962E-5	0	0	1.8945543179005329	26.859152871267376	COX7B;HIP1;NDUFA11;COX4I1;CLTC;NDUFA10;AP2A1;AP2A2;CASP9;PSMD9;TUBA1C;PSMD6;CASP8;PSMD4;KIF5C;TUBB3;PSMD2;RB1CC1;CREB3L2;PSMD3;TUBB1;AP2M1;TGM2;NDUFC2;SDHC;TRAF2;SDHB;PSMA5;PSMA6;TUBB2B;PSMA4;PSMA1;NDUFS6;VDAC3;PPIF;VDAC2;NDUFS2;ND1;PLCB1;TP53;ND2;SLC25A4;ND5;ND4;DCTN6;DCTN5;PSMD12;PSMD11;NDUFB7;PSMD14;PSMD13;HDAC1;NDUFB5;DCTN4;NDUFB4;ATP6;PIK3R4;ITPR1;HTT;COX7A2;PSMA7;MAPK9;MAPK8;PSMB5;KLC2;PSMB2;PSMB3;PSMB1;AP2S1;COX2;POLR2F;COX1;POLR2G;NRBF2;POLR2H;MAP2K7;NDUFV2;NDUFV1;POLR2J;NDUFA9;NDUFA8;CREBBP;NDUFA7;DNAH10;NDUFA6;NDUFA1;AP2B1;MTOR;SOD1;UQCRQ;GNAQ;CYCS;TAF4;ATG2B
Pathways of neurodegeneration	134/475	8.170645090946471E-7	1.8278095568370824E-5	0	0	1.6835146171214965	23.598746595114065	NDUFA11;NDUFA10;UBE2L3;PSMD9;PSMD6;FRAT2;PSMD4;TUBB3;KIF5C;PSMD2;PSMD3;TUBB1;CAPN1;GABARAPL2;DAXX;MAP2K2;PRKCA;SDHC;CSNK1E;DKK1;SDHB;ATXN2L;VDAC3;PPIF;VDAC2;ND1;RAF1;ATF6;UBA52;ND2;SQSTM1;ND5;PPID;ND4;PSMD12;VCP;PSMD11;PSMD14;PSMD13;ATP6;ITPR1;PIK3R4;ITPR2;COX7A2;UBE2J2;GABARAP;UBE2J1;ATXN2;ATXN1;KLC2;DVL1;DVL2;COX2;COX1;NRBF2;MAP2K7;NDUFV2;NDUFV1;SPTBN2;TRAP1;DNAH10;CDK5;UQCRQ;GNAQ;CHMP2B;CYCS;RAB5A;MCU;ATG2B;BCL2L1;COX7B;HIP1;COX4I1;ATP2A2;CASP9;TUBA1C;PPP3CA;PPP3CB;PPP3CC;CASP8;RB1CC1;RAB8A;SIGMAR1;NDUFC2;TRAF2;PSMA5;PSMA6;TUBB2B;PSMA4;PSMA1;ALS2;NDUFS6;NDUFS2;PLCB1;SLC25A4;DCTN6;RAB1A;DCTN5;NDUFB7;TOMM40;NDUFB5;NDUFB4;DCTN4;LRP5;HTT;TANK;PSMA7;LRP6;MAPK9;NRAS;MAPK8;PSMB5;PSMB2;PSMB3;PSMB1;ATXN1L;MAPK1;BAK1;RPS27A;MAPK3;SNCA;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA1;UBE2G1;MTOR;MAPK12;SOD1;FIG4;CCS;APC;VAPB
Peroxisome	35/82	8.228081606340564E-7	1.8278095568370824E-5	0	0	3.1647954777420115	44.34050237101128	PECR;ABCD3;MVK;HSD17B4;CROT;PEX26;HMGCL;PRDX5;SCP2;PMVK;NUDT19;ACAA1;GSTK1;PHYH;ACSL1;EPHX2;ECH1;IDH2;ACSL5;PIPOX;ACSL4;PEX12;SOD1;GNPAT;SLC25A17;AMACR;ACOX2;PEX3;EHHADH;PEX5;PXMP2;PXMP4;AGXT;SLC27A2;CRAT
Pancreatic cancer	33/76	1.0523258482652209E-6	2.181822258736558E-5	0	0	3.2606170509961525	44.88078866793121	RB1;PIK3R3;PIK3R2;PIK3CB;BRCA2;PLD1;EGFR;PLD2;CASP9;IKBKB;MAPK9;MAPK8;AKT2;ERBB2;RAC2;RAC3;MAPK1;BAK1;JAK1;MAPK3;RALBP1;SMAD4;CHUK;STAT1;TGFBR1;MTOR;CDK6;PIK3CA;RPS6KB1;RAF1;TP53;ARHGEF6;BCL2L1
Coronavirus disease	74/232	2.244733487658405E-6	4.363200716636025E-5	0	0	1.9972728345328592	25.97837548180465	RPL5;NRP1;RPL30;RPL3;RPLP0;PIK3CB;RPS15;IKBKB;RPS14;RPS17;RPL18A;RPS19;RPL36AL;RPL36;RPL37;RPS10;MAP3K7;JAK1;MBL2;FGB;RPS9;RPL21;CHUK;RPS8;DDX58;RPS5;RPS6;FGG;PRKCA;RPSA;RPS3A;PIK3CA;TRAF6;RPL24;RPL26;RPL29;RPL28;UBA52;RPL10;C1S;RPL12;RPL11;PIK3R3;PIK3R2;RPS4Y1;EGFR;MAPK9;C5;MAPK8;PLCG2;RPL14;RPS3;RPL13;MAPK1;RPS27A;RPL17;RPL19;MAPK3;STAT1;STAT2;MX2;EIF2AK2;ISG15;MAPK12;RPS26;RPS25;RPS28;MAVS;RPL22L1;TAB2;FAU;RPS21;RSL24D1;RPL26L1
Prion disease	84/273	2.473384660524243E-6	4.524838996606114E-5	0	0	1.8966918854769321	24.48614626723448	ATF2;COX7B;NDUFA11;COX4I1;NDUFA10;PIK3CB;CASP9;PSMD9;PPP3CA;TUBA1C;PSMD6;PPP3CB;PPP3CC;PSMD4;KIF5C;TUBB3;PSMD2;CREB3L2;PSMD3;TUBB1;RAC2;PRKACA;PRKCD;NDUFC2;SDHC;SDHB;PSMA5;PSMA6;TUBB2B;PSMA4;PSMA1;PIK3CA;NDUFS6;VDAC3;PPIF;VDAC2;NDUFS2;ND1;ND2;SLC25A4;ND5;ND4;PSMD12;PSMD11;NDUFB7;PSMD14;PSMD13;NDUFB5;NDUFB4;ATP6;ITPR1;PIK3R3;ITPR2;PIK3R2;COX7A2;PSMA7;MAPK9;C5;MAPK8;PSMB5;KLC2;PSMB2;PSMB3;PSMB1;COX2;MAPK1;COX1;NDUFV2;NDUFV1;MAPK3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;CAV3;CAV1;NDUFA1;HSPA2;MAPK12;SOD1;UQCRQ;CYCS;HSPA1B;MCU
Alzheimer disease	106/369	4.639102428456422E-6	8.01533808472193E-5	0	0	1.7221566891249442	21.1497884792674	NDUFA11;NDUFA10;PSMD9;PSMD6;FRAT2;PSMD4;KIF5C;TUBB3;AKT2;PSMD2;PSMD3;TUBB1;CAPN1;MAP2K2;SDHC;CSNK1E;DKK1;SDHB;VDAC3;PPIF;VDAC2;ND1;RAF1;ATF6;ND2;ND5;PPID;ND4;RTN3;PSMD12;PSMD11;PSMD14;PSMD13;ATP6;PIK3R4;ITPR1;PIK3R3;ITPR2;PIK3R2;COX7A2;RTN4;KLC2;DVL1;DVL2;COX2;COX1;NRBF2;MAP2K7;NDUFV2;NDUFV1;EIF2AK2;CDK5;UQCRQ;GNAQ;CYCS;MCU;ATG2B;COX7B;COX4I1;ATP2A2;IDE;PIK3CB;IKBKB;CASP9;PPP3CA;TUBA1C;PPP3CB;PPP3CC;CASP8;RB1CC1;CHUK;NDUFC2;TRAF2;PSMA5;PSMA6;TUBB2B;PSMA4;PSMA1;PIK3CA;NDUFS6;NDUFS2;PLCB1;SLC25A4;NDUFB7;NDUFB5;NDUFB4;LRP5;PSMA7;LRP6;MAPK9;NRAS;MAPK8;PSMB5;PSMB2;PSMB3;PSMB1;MAPK1;MAPK3;SNCA;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA1;MTOR;APC
Pathogenic Escherichia coli infection	64/197	5.3943698068918185E-6	8.829731631280818E-5	0	0	2.0498097834227003	24.8645099356343	CYFIP1;NCKAP1;ARF1;WIPF2;ARPC1B;TRADD;ARPC1A;ARPC5L;WASL;CLDN1;ACTG1;IKBKB;CASP9;TUBA1C;BAIAP2L1;CASP8;TUBB3;TUBB1;CASP4;MAP3K7;CHUK;TRAF2;CLDN6;TUBB2B;NCL;TRAF6;ARHGEF1;TMBIM6;ARHGEF2;EZR;ARF6;RAB1A;ROCK2;SLC9A3R1;MAPK9;MAPK8;GNA12;RPS3;ABL1;MYH14;MAPK1;BAK1;PAK2;WASF2;WASF3;MAPK3;SEC24A;MYO5A;TNFRSF10B;ARPC4;BAIAP2;MAPK12;TJP1;MYO1D;OCLN;MYO1B;ARPC2;MYO5C;ABI1;CYCS;TAB2;SEC24D;SEC24C;MYO1G
Valine, leucine and isoleucine degradation	23/48	5.989855444222317E-6	9.314225215765703E-5	0	0	3.90286915396742	46.93373163631255	ACAD8;ECHS1;HMGCS1;ABAT;ACADSB;ACSF3;AACS;ALDH3A2;HADHB;HMGCL;ALDH6A1;ALDH2;PCCA;OXCT1;EHHADH;DBT;AOX1;ACAA1;HADH;ACADS;ALDH7A1;DLD;HIBCH
Thermogenesis	72/232	8.995361692724732E-6	1.3321702316368533E-4	0	0	1.9177402182592493	22.28184288798899	KLB;ATF2;COX7B;SMARCB1;NDUFA11;COX4I1;NDUFA10;PRKAG1;ACTG1;RPS6KA3;CPT2;CREB3L2;RPS6KA1;MLST8;PRKACA;CPT1A;SMARCC1;SMARCC2;ACSL1;ACTL6A;RPS6;ACSL5;NDUFC2;ACSL4;SIRT6;SDHC;ARID1A;PRKAB1;SDHB;ARID1B;NDUFS6;AKT1S1;ZNF516;NDUFS2;ND1;ND2;ND5;ND4;SMARCD1;SMARCD2;NDUFB7;SMARCD3;COX15;NDUFB5;NDUFB4;ATP6;COX7A2;NRAS;COX2;COX11;COX1;SLC25A20;NDUFV2;NDUFV1;NDUFA9;SMARCE1;NDUFA8;NDUFA7;NDUFA6;NDUFA1;MAPK12;MTOR;SMARCA4;RPS6KB1;RHEB;UQCRQ;NDUFAF5;GNAS;NDUFAF3;NDUFAF1;PNPLA2;COX20
RNA transport	60/186	1.3322892720604886E-5	1.8114934279886088E-4	0	0	2.027189225385033	22.757280461781434	EIF4A2;CYFIP1;EIF4A1;NUP107;POP7;NUP188;POP1;CASC3;GLE1;XPO1;MAGOH;EIF2B1;RPP38;PRMT5;SEC13;NUP210;NCBP1;NUP133;ELAC2;THOC1;THOC3;TRNT1;THOC5;RPP25L;THOC6;EEF1A1;NUP93;DDX39B;NUP50;GEMIN5;STRAP;NUP54;RPP25;KPNB1;NUP205;POM121;SEH1L;AAAS;NUP160;FXR2;NUP85;TGS1;SMN1;RAE1;EIF4B;EIF2B3;EIF2B2;ALYREF;NUP153;SNUPN;EIF2S3;EIF5;XPOT;ACIN1;NUP35;EIF3E;EIF3F;EIF3C;EIF3A;EIF3B
Cell cycle	44/124	1.3396896734320902E-5	1.8114934279886088E-4	0	0	2.3381902245706736	26.235634105157082	RB1;YWHAE;CDKN1B;CCNH;PRKDC;HDAC1;CUL1;BUB1B;PKMYT1;CDC20;ORC5;ORC4;FZR1;CDC45;YWHAQ;CHEK2;CDC27;ABL1;SKP2;BUB1;YWHAG;YWHAH;CREBBP;SMAD4;ANAPC7;CDC6;CDC25A;CDC25B;RBX1;CCNA2;CDK7;WEE1;CDK6;STAG2;CDK2;ANAPC4;ANAPC5;ATM;MCM5;MCM6;TP53;ANAPC1;MAD1L1;MAD2L1
Cysteine and methionine metabolism	23/50	1.4037579593831498E-5	1.819036355700665E-4	0	0	3.6133200988692318	40.374416999533224	AHCYL2;DNMT1;AHCYL1;BHMT2;DNMT3A;GOT2;MRI1;MTR;MAT1A;MAT2B;SDSL;SRM;LDHC;LDHA;GCLC;TST;MAT2A;CBS;ADI1;CTH;DNMT3B;CDO1;GCLM
Ferroptosis	20/41	1.725218253054859E-5	2.1461715068002448E-4	0	0	4.038055232594481	44.28766109553346	TFRC;GPX4;ACSL1;NCOA4;SLC11A2;ACSL5;ACSL4;CP;SLC39A14;MAP1LC3B;GCLC;TF;PCBP1;LPCAT3;VDAC3;HMOX1;VDAC2;GCLM;TP53;FTL
Proteasome	21/46	3.794295023284897E-5	4.5385605855446275E-4	0	0	3.5616176470588234	36.255226256021565	PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMA5;PSMD9;PSMA6;PSMD6;PSMB5;PSMA4;PSMB2;PSMD4;PSMA1;PSMB3;PSMD2;PSMB1;PSMD3;PSME4;PSME1;PSME2
Autophagy	46/137	4.310252129477699E-5	4.787458615241302E-4	0	0	2.1486522993263675	21.598100495700034	RAB1A;MTMR14;ITPR1;PIK3R4;PIK3R3;PIK3R2;HMGB1;PIK3CB;TANK;GABARAP;MAPK9;MAPK8;NRAS;LAMP1;AKT2;RB1CC1;LAMP2;MLST8;MAPK1;NRBF2;PRKACA;MAP3K7;RAB8A;CTSB;MAPK3;SH3GLB1;GABARAPL2;MAP2K2;ATG9A;PRKCD;EIF2AK4;MTOR;VMP1;RRAGA;RRAGC;PIK3CA;RPS6KB1;RHEB;TRAF6;AKT1S1;ATG4B;RAF1;SQSTM1;ATG2B;BCL2L1;RAB7A
Yersinia infection	46/137	4.310252129477699E-5	4.787458615241302E-4	0	0	2.1486522993263675	21.598100495700034	ROCK2;WIPF2;ARHGEF28;ARPC1B;ARPC1A;ARPC5L;PIK3R3;PIK3R2;PIK3CB;WASL;ACTG1;IKBKB;RPS6KA3;MAPK9;MAPK8;AKT2;RPS6KA1;RAC2;RAC3;MAPK1;PIP5K1C;MAP2K7;MAP3K7;WASF2;MAPK3;GIT2;MAP2K2;CHUK;NFATC3;RHOG;NFATC2;ARPC4;TRAF2;BAIAP2;MAPK12;VAV2;ARPC2;PIK3CA;GNAQ;TRAF6;TAB2;ARHGEF1;ARHGEF7;CRK;BCAR1;ARF6
N-Glycan biosynthesis	22/50	5.029291470444712E-5	5.393481542442432E-4	0	0	3.331701001913768	32.975998265970546	ST6GAL1;ALG9;ALG6;RPN2;ALG5;ALG12;ALG10;DDOST;DPM1;DPM3;GANAB;MAN2A2;DAD1;MAN2A1;MGAT5;DOLPP1;MGAT4A;MGAT4B;STT3A;MGAT1;MAN1B1;STT3B
Nucleotide excision repair	21/47	5.62764531179388E-5	5.833992306559656E-4	0	0	3.4244202488687785	33.50875464729027	RFC5;RFC3;CCNH;RFC2;RPA1;GTF2H2;GTF2H3;GTF2H4;RBX1;CUL4A;DDB1;CDK7;ERCC3;ERCC4;ERCC1;RPA3;ERCC2;POLE3;ERCC6;MNAT1;CUL4B
Hepatocellular carcinoma	53/168	8.0160606783901E-5	8.041918938642972E-4	0	0	1.959672070744289	18.48260471027808	RB1;SMARCB1;KEAP1;PIK3CB;ACTG1;FRAT2;AKT2;SMARCC1;PBRM1;MAP2K2;SMARCC2;GSTO1;ACTL6A;PRKCA;ARID1A;ARID1B;TGFBR1;PIK3CA;RAF1;TP53;SMARCD1;SMARCD2;SMARCD3;MGST3;MGST1;LRP5;MGST2;PIK3R3;PIK3R2;EGFR;LRP6;NRAS;DVL1;DVL2;PLCG2;HMOX1;MAPK1;BAK1;MAPK3;SMARCE1;GSTM3;NQO1;GSTM2;SMAD4;GSTM1;TXNRD2;MTOR;SMARCA4;CDK6;APC;RPS6KB1;GSTA1;BCL2L1
Thyroid hormone signaling pathway	41/121	8.685288560219783E-5	8.441014819463602E-4	0	0	2.1770426346356917	20.358167557259314	HDAC1;SLC2A1;PIK3R3;ATP2A2;GATA4;PIK3R2;PIK3CB;MED16;ACTG1;SLC9A1;CASP9;MED12;MED14;NRAS;MED13;AKT2;PLCG2;MAPK1;ITGAV;PRKACA;MAPK3;MED1;CREBBP;MAP2K2;STAT1;PRKCA;SLC16A10;ATP1B1;MED27;MTOR;MED13L;KAT2B;KAT2A;MED24;NCOR1;PIK3CA;RHEB;RAF1;PLCB1;TP53;PFKM
Renal cell carcinoma	27/69	9.090481975209331E-5	8.567090588757885E-4	0	0	2.727154880889757	25.37807845432588	FH;EPAS1;CUL2;PRCC;SLC2A1;PIK3R3;PIK3R2;PIK3CB;RAP1B;FLCN;NRAS;RAP1A;AKT2;MAPK1;VHL;PAK2;MAPK3;PAK4;CREBBP;MAP2K2;TFE3;ARNT;RBX1;PIK3CA;RAPGEF1;RAF1;CRK
Diabetic cardiomyopathy	61/203	1.1716290181651979E-4	0.0010716959548511074	0	0	1.8274143267246792	16.54165446807685	COX7B;NDUFA11;COX4I1;NDUFA10;SLC2A1;ATP2A2;PIK3CB;SLC2A4;GYS2;GYS1;PPP1CC;CPT2;MPC1;AKT2;MPC2;RAC2;PDK3;G6PD;PRKCD;NDUFC2;PRKCA;SDHC;SDHB;TGFBR1;PIK3CA;NDUFS6;VDAC3;PPIF;VDAC2;NDUFS2;ND1;PLCB1;ND2;SLC25A4;ND5;ND4;NDUFB7;NDUFB5;NDUFB4;ATP6;PIK3R3;PIK3R2;COX7A2;PDHB;MAPK9;MAPK8;COX2;COX1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;GFPT1;NDUFA1;AGT;MAPK12;MTOR;COL1A1;UQCRQ
Shigellosis	71/246	1.3799280506556196E-4	0.0012261646392968506	0	0	1.7269307382346233	15.349494042666679	ARF1;GSK3A;ARPC1B;UBE2D2;TRADD;ARPC1A;ARPC5L;WASL;PIK3CB;HK2;ACTG1;IKBKB;CAPNS1;AKT2;CASP4;CAPN1;MAP3K7;CAST;GABARAPL2;CHUK;FBXW11;PRKCD;TRAF2;RBX1;RRAGA;RRAGC;PIK3CA;TRAF6;AKT1S1;UBE2V2;TLN2;ARHGEF2;PFN1;PLCB1;TP53;UBA52;SQSTM1;CRK;PPID;ARF6;RNF31;ROCK2;PIK3R4;CUL1;ITPR1;PIK3R3;ITPR2;PIK3R2;BCL10;GABARAP;EGFR;MYL12B;MAPK9;MAPK8;PLCG2;MAPK1;RPS27A;WASF2;MAPK3;CBX3;ARPC4;MAPK12;MTOR;DIAPH1;ARPC2;RPS6KB1;CYCS;ATM;TAB2;BCAR1;BCL2L1
